Frame,Person,FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight
4917,1,271,115,113,114
4917,0,927,104,114,113
4917,1,926,501,95,95
4917,2,293,482,94,95
4919,1,271,115,113,114
4919,0,927,104,114,113
4919,2,293,492,94,94
4919,1,927,495,114,114
4921,1,271,115,113,114
4921,0,927,104,114,113
4921,2,293,473,94,94
4921,1,926,501,95,95
4923,1,271,115,113,114
4923,1,926,501,95,95
4923,0,927,104,114,113
4923,2,271,472,113,114
4925,1,271,115,113,114
4925,2,283,473,95,94
4925,0,927,104,114,113
4925,1,936,492,95,94
4927,1,271,115,113,114
4927,2,283,473,95,94
4927,0,927,104,114,113
4927,1,936,492,95,94
4929,1,271,115,113,114
4929,0,920,87,136,136
4929,2,283,482,95,95
4929,1,936,501,95,95
4931,2,273,482,95,95
4931,1,271,115,113,114
4931,0,920,87,136,136
4931,1,945,482,95,95
4933,2,283,492,95,94
4933,1,271,115,113,114
4933,0,920,87,136,136
4933,1,945,482,95,95
4935,2,273,492,95,94
4935,1,271,115,113,114
4935,0,920,87,136,136
4935,1,945,482,95,95
4937,1,271,115,113,114
4937,0,939,104,114,113
4937,2,273,492,95,94
4937,1,936,492,95,94
4939,2,273,482,95,95
4939,1,271,115,113,114
4939,0,927,104,114,113
4939,1,945,492,95,94
4941,1,271,115,113,114
4941,2,273,482,95,95
4941,0,927,104,114,113
4941,1,945,501,95,95
4943,2,273,482,95,95
4943,1,271,115,113,114
4943,0,927,104,114,113
4943,1,955,492,95,94
4945,2,273,492,95,94
4945,1,271,115,113,114
4945,0,927,104,114,113
4945,1,964,492,95,94
4947,1,271,115,113,114
4947,0,939,104,114,113
4947,2,273,492,95,94
4947,1,964,501,95,95
4949,0,920,87,136,136
4949,1,271,115,113,114
4949,2,264,492,95,94
4949,1,964,501,95,95
4951,2,273,492,95,94
4951,0,920,87,136,136
4951,1,271,115,113,114
4951,1,964,501,95,95
4953,2,273,492,95,94
4953,0,920,87,136,136
4953,1,271,115,113,114
4953,1,964,501,95,95
4955,0,939,104,114,113
4955,2,264,492,95,94
4955,1,271,115,113,114
4955,1,964,501,95,95
4957,2,264,492,95,94
4957,0,920,87,136,136
4957,1,271,115,113,114
4957,1,964,501,95,95
4959,2,264,492,95,94
4959,0,920,87,136,136
4959,1,271,115,113,114
4959,1,964,501,95,95
4961,0,920,87,136,136
4961,1,271,115,113,114
4961,2,264,492,95,94
4961,1,964,501,95,95
4963,0,920,87,136,136
4963,1,271,115,113,114
4963,2,264,501,95,95
4963,1,964,501,95,95
4965,0,920,87,136,136
4965,1,271,115,113,114
4965,2,264,501,95,95
4965,1,964,501,95,95
4967,0,927,104,114,113
4967,1,271,115,113,114
4967,2,264,501,95,95
4967,1,964,501,95,95
4969,0,927,104,114,113
4969,1,271,115,113,114
4969,2,254,492,95,94
4969,1,964,501,95,95
4971,0,920,100,136,137
4971,1,271,115,113,114
4971,2,254,492,95,94
4971,1,964,501,95,95
4973,1,271,115,113,114
4973,0,927,104,114,113
4973,2,254,492,95,94
4973,5,955,511,95,95
4975,1,271,115,113,114
4975,2,254,492,95,94
4975,0,927,104,114,113
4975,1,964,501,95,95
4977,1,271,115,113,114
4977,2,254,492,95,94
4977,0,927,104,114,113
4977,5,955,511,95,95
4979,2,254,492,95,94
4979,1,271,115,113,114
4979,0,927,104,114,113
4979,5,955,511,95,95
4981,1,271,115,113,114
4981,2,254,492,95,94
4981,0,920,87,136,136
4981,5,955,511,95,95
4983,2,254,492,95,94
4983,1,282,115,114,114
4983,0,927,104,114,113
4983,1,950,507,114,114
4985,2,254,492,95,94
4985,1,282,115,114,114
4985,0,927,104,114,113
4985,1,950,507,114,114
4987,2,254,492,95,94
4987,1,282,115,114,114
4987,0,927,104,114,113
4987,1,950,507,114,114
4989,1,282,115,114,114
4989,2,254,492,95,94
4989,0,927,104,114,113
4989,1,964,511,95,95
4991,2,254,501,95,95
4991,1,282,104,114,113
4991,0,927,104,114,113
4991,1,964,511,95,95
4993,2,254,501,95,95
4993,0,927,104,114,113
4993,1,282,104,114,113
4993,1,950,507,114,114
4995,2,254,501,95,95
4995,0,927,104,114,113
4995,1,282,115,114,114
4995,1,964,511,95,95
4997,0,927,104,114,113
4997,11,270,87,136,136
4997,2,254,501,95,95
4997,1,955,511,95,95
4999,1,270,87,136,136
4999,0,927,104,114,113
4999,2,254,511,95,95
4999,1,955,511,95,95
5001,1,270,87,136,136
5001,0,939,104,114,113
5001,2,254,501,95,95
5001,1,955,511,95,95
5003,1,270,87,136,136
5003,0,927,104,114,113
5003,2,254,501,95,95
5003,1,955,511,95,95
5005,1,270,100,136,137
5005,0,927,104,114,113
5005,2,254,511,95,95
5005,1,955,511,95,95
5007,1,270,100,136,137
5007,2,264,511,95,95
5007,0,927,104,114,113
5007,1,955,511,95,95
5009,2,264,511,95,95
5009,1,270,100,136,137
5009,0,927,104,114,113
5009,1,955,511,95,95
5011,1,270,100,136,137
5011,0,927,104,114,113
5011,2,259,507,114,114
5011,1,939,507,114,114
5013,1,270,87,136,136
5013,0,927,104,114,113
5013,2,271,507,113,114
5013,1,939,507,114,114
5015,1,282,92,114,114
5015,0,927,104,114,113
5015,2,283,511,95,95
5015,1,939,507,114,114
5017,1,271,104,113,113
5017,0,927,104,114,113
5017,2,283,511,95,95
5017,1,939,507,114,114
5019,1,271,104,113,113
5019,0,927,104,114,113
5019,1,939,507,114,114
5019,2,283,511,95,95
5021,1,282,104,114,113
5021,0,927,104,114,113
5021,2,271,495,113,114
5021,1,939,507,114,114
5023,1,282,104,114,113
5023,0,927,104,114,113
5023,1,939,507,114,114
5023,2,271,495,113,114
5025,1,282,104,114,113
5025,0,927,104,114,113
5025,1,939,507,114,114
5025,2,271,495,113,114
5027,1,270,73,136,136
5027,0,927,104,114,113
5027,2,271,495,113,114
5027,1,939,507,114,114
5029,1,270,87,136,136
5029,0,927,104,114,113
5029,2,271,495,113,114
5029,1,939,507,114,114
5031,0,927,104,114,113
5031,1,270,87,136,136
5031,1,939,507,114,114
5031,2,271,495,113,114
5033,1,270,87,136,136
5033,0,927,104,114,113
5033,1,939,507,114,114
5033,2,271,495,113,114
5035,0,927,104,114,113
5035,1,282,104,114,113
5035,1,939,507,114,114
5035,2,271,495,113,114
5037,1,282,104,114,113
5037,0,927,104,114,113
5037,1,939,507,114,114
5037,2,271,495,113,114
5039,1,282,104,114,113
5039,0,927,104,114,113
5039,1,939,507,114,114
5039,2,271,495,113,114
5041,0,927,104,114,113
5041,1,270,87,136,136
5041,1,939,507,114,114
5041,2,271,495,113,114
5043,0,927,104,114,113
5043,1,282,104,114,113
5043,1,939,507,114,114
5043,2,271,495,113,114
5045,1,282,104,114,113
5045,0,920,100,136,137
5045,1,939,507,114,114
5045,2,283,511,95,95
5047,1,282,104,114,113
5047,0,920,100,136,137
5047,2,273,511,95,95
5047,1,939,507,114,114
5049,0,927,104,114,113
5049,1,282,92,114,114
5049,2,273,511,95,95
5049,1,939,507,114,114
5051,0,927,115,114,114
5051,2,273,511,95,95
5051,1,282,92,114,114
5051,1,955,511,95,95
5053,0,927,115,114,114
5053,1,282,104,114,113
5053,2,264,501,95,95
5053,1,955,511,95,95
5055,0,927,115,114,114
5055,2,264,501,95,95
5055,1,282,104,114,113
5055,1,955,511,95,95
5057,0,927,115,114,114
5057,1,270,87,136,136
5057,2,264,501,95,95
5057,1,955,511,95,95
5059,0,927,115,114,114
5059,1,271,104,113,113
5059,2,264,501,95,95
5059,1,955,511,95,95
5061,0,906,100,136,137
5061,2,264,501,95,95
5061,1,270,87,136,136
5061,1,945,511,95,95
5063,0,906,100,136,137
5063,1,271,92,113,114
5063,2,264,501,95,95
5063,1,936,511,95,95
5065,1,271,92,113,114
5065,0,916,115,114,114
5065,2,264,501,95,95
5065,1,936,511,95,95
5067,1,270,87,136,136
5067,0,906,100,136,137
5067,2,273,511,95,95
5067,1,936,511,95,95
5069,0,906,100,136,137
5069,1,270,87,136,136
5069,2,273,511,95,95
5069,1,936,511,95,95
5071,0,927,115,114,114
5071,1,270,87,136,136
5071,2,273,501,95,95
5071,1,936,511,95,95
5073,1,270,87,136,136
5073,0,927,115,114,114
5073,2,273,511,95,95
5073,1,936,501,95,95
5075,1,270,73,136,136
5075,0,927,104,114,113
5075,2,264,501,95,95
5075,1,936,492,95,94
5077,1,270,73,136,136
5077,0,927,104,114,113
5077,1,926,501,95,95
5077,2,273,511,95,95
5079,1,270,73,136,136
5079,0,920,100,136,137
5079,1,926,501,95,95
5079,2,248,495,113,114
5081,1,282,104,114,113
5081,0,927,104,114,113
5081,1,926,501,95,95
5081,2,248,495,113,114
5083,0,906,100,136,137
5083,1,282,104,114,113
5083,1,926,501,95,95
5083,2,273,511,95,95
5085,0,927,104,114,113
5085,1,282,104,114,113
5085,1,926,501,95,95
5085,2,273,511,95,95
5087,0,927,104,114,113
5087,2,259,495,114,114
5087,1,926,501,95,95
5087,1,282,104,114,113
5089,0,927,104,114,113
5089,2,259,495,114,114
5089,1,270,87,136,136
5089,1,926,501,95,95
5091,0,927,104,114,113
5091,1,270,87,136,136
5091,1,926,501,95,95
5091,2,248,507,113,114
5093,0,927,104,114,113
5093,2,264,511,95,95
5093,1,270,87,136,136
5093,1,926,501,95,95
5095,0,927,104,114,113
5095,1,270,87,136,136
5095,1,926,501,95,95
5095,2,264,511,95,95
5097,0,927,104,114,113
5097,1,270,87,136,136
5097,1,926,501,95,95
5097,2,254,511,95,95
5099,0,927,104,114,113
5099,2,248,495,113,114
5099,1,270,87,136,136
5099,1,926,501,95,95
5101,0,927,104,114,113
5101,2,254,511,95,95
5101,1,284,87,136,136
5101,1,926,501,95,95
5103,0,927,104,114,113
5103,1,284,87,136,136
5103,2,248,495,113,114
5103,1,926,501,95,95
5105,0,927,104,114,113
5105,1,282,104,114,113
5105,1,936,501,95,95
5105,2,236,507,114,114
5107,0,906,100,136,137
5107,1,282,104,114,113
5107,2,236,507,114,114
5107,1,926,501,95,95
5109,0,906,100,136,137
5109,2,236,507,114,114
5109,1,284,87,136,136
5109,1,926,501,95,95
5111,0,906,100,136,137
5111,2,236,507,114,114
5111,1,926,501,95,95
5111,1,282,104,114,113
5113,0,906,100,136,137
5113,1,926,501,95,95
5113,1,282,104,114,113
5113,2,236,507,114,114
5115,0,906,100,136,137
5115,2,236,507,114,114
5115,1,282,104,114,113
5115,1,926,501,95,95
5117,0,906,100,136,137
5117,1,284,87,136,136
5117,2,236,507,114,114
5117,1,926,511,95,95
5119,0,906,100,136,137
5119,1,282,104,114,113
5119,2,236,507,114,114
5119,1,926,511,95,95
5121,0,906,100,136,137
5121,1,284,87,136,136
5121,2,236,507,114,114
5121,1,916,511,95,95
5123,0,906,100,136,137
5123,1,284,87,136,136
5123,2,236,507,114,114
5123,1,916,511,95,95
5125,0,916,104,114,113
5125,1,916,511,95,95
5125,1,282,104,114,113
5125,2,236,507,114,114
5127,0,906,100,136,137
5127,1,916,511,95,95
5127,1,282,104,114,113
5127,2,236,507,114,114
5129,0,906,100,136,137
5129,1,282,104,114,113
5129,2,245,520,94,95
5129,1,926,501,95,95
5131,0,916,104,114,113
5131,1,926,501,95,95
5131,1,294,104,113,113
5131,2,248,495,113,114
5133,0,906,100,136,137
5133,1,926,501,95,95
5133,2,248,507,113,114
5133,1,284,100,136,137
5135,0,906,100,136,137
5135,2,254,511,95,95
5135,1,284,100,136,137
5135,1,927,495,114,114
5137,0,906,100,136,137
5137,2,264,511,95,95
5137,1,284,100,136,137
5137,1,927,495,114,114
5139,0,906,100,136,137
5139,2,271,507,113,114
5139,1,926,501,95,95
5139,1,284,100,136,137
5141,0,927,104,114,113
5141,2,283,511,95,95
5141,1,284,100,136,137
5141,1,948,500,79,79
5143,0,927,104,114,113
5143,1,926,492,95,94
5143,1,284,100,136,137
5143,2,283,501,95,95
5145,0,927,115,114,114
5145,1,936,492,95,94
5145,1,284,100,136,137
5145,2,293,511,94,95
5147,0,920,100,136,137
5147,1,936,492,95,94
5147,1,284,100,136,137
5147,2,293,511,94,95
5149,0,927,115,114,114
5149,1,284,100,136,137
5149,1,945,482,95,95
5149,2,293,511,94,95
5151,0,927,115,114,114
5151,1,284,87,136,136
5151,1,936,492,95,94
5151,2,293,511,94,95
5153,0,927,115,114,114
5153,1,284,87,136,136
5153,1,936,492,95,94
5153,2,293,511,94,95
5155,0,916,115,114,114
5155,1,945,482,95,95
5155,1,284,87,136,136
5155,2,293,520,94,95
5157,0,916,115,114,114
5157,1,936,482,95,95
5157,1,284,87,136,136
5157,2,293,520,94,95
5159,1,945,473,95,94
5159,0,906,100,136,137
5159,1,284,87,136,136
5159,2,293,520,94,95
5161,0,906,100,136,137
5161,1,936,482,95,95
5161,1,284,87,136,136
5161,2,283,511,95,95
5163,0,906,100,136,137
5163,1,284,87,136,136
5163,1,936,482,95,95
5163,2,283,511,95,95
5165,0,906,100,136,137
5165,1,284,87,136,136
5165,1,936,482,95,95
5165,2,283,511,95,95
5167,0,906,100,136,137
5167,1,284,87,136,136
5167,1,936,492,95,94
5167,2,283,511,95,95
5169,0,906,100,136,137
5169,1,284,87,136,136
5169,1,936,492,95,94
5169,2,283,520,95,95
5171,1,284,87,136,136
5171,0,916,115,114,114
5171,1,936,492,95,94
5171,2,283,520,95,95
5173,1,284,87,136,136
5173,0,916,115,114,114
5173,1,936,492,95,94
5173,2,283,511,95,95
5175,0,916,115,114,114
5175,1,282,104,114,113
5175,1,936,492,95,94
5175,2,283,511,95,95
5177,1,945,482,95,95
5177,0,916,115,114,114
5177,1,282,104,114,113
5177,2,283,511,95,95
5179,1,294,104,113,113
5179,1,948,492,79,79
5179,0,916,115,114,114
5179,2,283,511,95,95
5181,1,294,104,113,113
5181,0,916,115,114,114
5181,1,945,482,95,95
5181,2,283,511,95,95
5183,0,916,115,114,114
5183,1,282,104,114,113
5183,1,945,482,95,95
5183,2,271,507,113,114
5185,0,906,100,136,137
5185,1,294,104,113,113
5185,2,283,501,95,95
5185,1,948,492,79,79
5187,0,916,115,114,114
5187,1,294,104,113,113
5187,1,948,492,79,79
5187,2,283,501,95,95
5189,0,916,115,114,114
5189,1,294,104,113,113
5189,1,948,492,79,79
5189,2,283,501,95,95
5191,0,906,100,136,137
5191,1,294,104,113,113
5191,2,283,501,95,95
5191,1,948,492,79,79
5193,2,283,501,95,95
5193,0,906,100,136,137
5193,1,294,104,113,113
5193,1,926,492,95,94
5195,2,283,501,95,95
5195,0,906,100,136,137
5195,1,282,115,114,114
5195,1,940,500,79,79
5197,2,273,501,95,95
5197,0,906,100,136,137
5197,1,284,87,136,136
5197,1,948,492,79,79
5199,2,273,501,95,95
5199,0,916,115,114,114
5199,1,284,87,136,136
5199,1,945,482,95,95
5201,0,916,115,114,114
5201,2,273,501,95,95
5201,11,284,87,136,136
5201,1,956,492,79,79
5203,0,906,100,136,137
5203,2,273,501,95,95
5203,11,284,87,136,136
5203,1,956,492,79,79
5205,0,906,100,136,137
5205,2,273,492,95,94
5205,1,284,87,136,136
5205,1,955,482,95,95
5207,0,906,100,136,137
5207,2,273,492,95,94
5207,11,284,87,136,136
5207,1,964,492,79,79
5209,0,906,100,136,137
5209,1,284,87,136,136
5209,2,273,492,95,94
5209,1,964,492,79,79
5211,0,906,100,136,137
5211,1,284,87,136,136
5211,2,273,492,95,94
5211,1,950,495,114,114
5213,0,906,100,136,137
5213,1,284,87,136,136
5213,2,273,492,95,94
5213,1,964,500,79,79
5215,0,906,100,136,137
5215,1,284,87,136,136
5215,2,283,492,95,94
5215,1,964,500,79,79
5217,0,906,100,136,137
5217,1,284,87,136,136
5217,2,283,501,95,95
5217,1,964,500,79,79
5219,0,906,100,136,137
5219,1,284,87,136,136
5219,2,283,492,95,94
5219,1,964,500,79,79
5221,0,906,100,136,137
5221,2,273,492,95,94
5221,1,294,104,113,113
5221,1,964,500,79,79
5223,0,906,100,136,137
5223,2,273,492,95,94
5223,1,294,104,113,113
5223,1,964,500,79,79
5225,0,906,100,136,137
5225,1,284,87,136,136
5225,2,273,501,95,95
5225,1,955,492,95,94
5227,0,906,100,136,137
5227,2,259,495,114,114
5227,1,284,87,136,136
5227,1,964,500,79,79
5229,0,906,100,136,137
5229,2,259,495,114,114
5229,1,284,100,136,137
5229,1,964,500,79,79
5231,0,906,100,136,137
5231,1,294,115,113,114
5231,2,273,492,95,94
5231,1,955,492,95,94
5233,0,906,100,136,137
5233,1,294,115,113,114
5233,2,271,495,113,114
5233,1,955,492,95,94
5235,0,906,100,136,137
5235,1,284,100,136,137
5235,2,259,495,114,114
5235,1,964,500,79,79
5237,0,906,100,136,137
5237,1,294,115,113,114
5237,2,259,495,114,114
5237,1,964,500,79,79
5239,0,906,100,136,137
5239,2,283,501,95,95
5239,1,294,115,113,114
5239,1,964,500,79,79
5241,0,906,100,136,137
5241,1,294,115,113,114
5241,2,283,511,95,95
5241,1,964,500,79,79
5243,0,906,100,136,137
5243,1,294,115,113,114
5243,2,271,495,113,114
5243,1,964,500,79,79
5245,0,906,100,136,137
5245,1,294,115,113,114
5245,2,271,495,113,114
5245,1,964,500,79,79
5247,0,906,100,136,137
5247,1,294,115,113,114
5247,2,283,511,95,95
5247,1,964,500,79,79
5249,0,906,100,136,137
5249,1,294,115,113,114
5249,2,271,495,113,114
5249,1,964,500,79,79
5251,0,906,100,136,137
5251,1,294,115,113,114
5251,2,273,511,95,95
5251,1,964,500,79,79
5253,0,906,100,136,137
5253,1,294,115,113,114
5253,2,273,511,95,95
5253,1,964,508,79,79
5255,0,906,100,136,137
5255,1,294,115,113,114
5255,2,273,511,95,95
5255,1,964,500,79,79
5257,0,906,100,136,137
5257,1,294,115,113,114
5257,2,273,511,95,95
5257,1,964,500,79,79
5259,0,906,100,136,137
5259,1,294,115,113,114
5259,2,273,511,95,95
5259,1,964,500,79,79
5261,0,906,100,136,137
5261,1,294,115,113,114
5261,2,273,511,95,95
5261,1,964,508,79,79
5263,0,906,100,136,137
5263,1,294,115,113,114
5263,2,271,484,113,114
5263,1,964,500,79,79
5265,0,906,100,136,137
5265,1,294,115,113,114
5265,2,271,484,113,114
5265,1,964,508,79,79
5267,0,906,100,136,137
5267,1,294,115,113,114
5267,2,271,484,113,114
5267,1,964,508,79,79
5269,0,906,87,136,136
5269,2,283,501,95,95
5269,1,294,115,113,114
5269,1,945,501,95,95
5271,0,906,87,136,136
5271,2,283,501,95,95
5271,1,294,115,113,114
5271,1,945,492,95,94
5273,0,906,100,136,137
5273,2,273,511,95,95
5273,1,294,115,113,114
5273,1,936,492,95,94
5275,0,906,100,136,137
5275,2,273,501,95,95
5275,1,294,115,113,114
5275,1,936,492,95,94
5277,0,906,87,136,136
5277,2,271,484,113,114
5277,1,294,115,113,114
5277,1,936,501,95,95
5279,0,906,87,136,136
5279,1,294,115,113,114
5279,2,271,484,113,114
5279,1,940,508,79,79
5281,0,906,87,136,136
5281,1,294,115,113,114
5281,2,273,501,95,95
5281,1,926,501,95,95
5283,0,906,87,136,136
5283,1,926,501,95,95
5283,1,294,115,113,114
5283,2,271,484,113,114
5285,0,906,87,136,136
5285,1,926,501,95,95
5285,1,294,115,113,114
5285,2,273,501,95,95
5287,0,906,100,136,137
5287,1,926,501,95,95
5287,1,294,115,113,114
5287,2,271,484,113,114
5289,0,906,100,136,137
5289,1,926,501,95,95
5289,1,282,115,114,114
5289,2,271,484,113,114
5291,0,906,87,136,136
5291,1,282,115,114,114
5291,2,273,501,95,95
5291,1,936,501,95,95
5293,0,906,100,136,137
5293,1,282,115,114,114
5293,1,936,511,95,95
5293,2,273,501,95,95
5295,0,906,100,136,137
5295,1,282,115,114,114
5295,2,273,501,95,95
5295,1,945,501,95,95
5297,0,906,100,136,137
5297,1,282,115,114,114
5297,2,283,492,95,94
5297,1,956,508,79,79
5299,0,906,100,136,137
5299,1,282,115,114,114
5299,2,283,492,95,94
5299,1,945,501,95,95
5301,0,906,100,136,137
5301,1,270,87,136,136
5301,1,945,511,95,95
5301,2,283,492,95,94
5303,0,916,104,114,113
5303,1,270,87,136,136
5303,1,955,501,95,95
5303,2,283,511,95,95
5305,0,916,104,114,113
5305,1,270,87,136,136
5305,2,273,501,95,95
5305,1,955,501,95,95
5307,0,916,104,114,113
5307,1,270,87,136,136
5307,2,273,501,95,95
5307,1,955,501,95,95
5309,0,916,104,114,113
5309,1,294,115,113,114
5309,2,273,501,95,95
5309,1,955,501,95,95
5311,0,906,100,136,137
5311,1,294,115,113,114
5311,2,273,492,95,94
5311,1,955,511,95,95
5313,0,906,100,136,137
5313,1,294,115,113,114
5313,2,271,484,113,114
5313,1,964,501,95,95
5315,0,906,100,136,137
5315,1,294,115,113,114
5315,2,273,501,95,95
5315,1,964,501,95,95
5317,0,906,100,136,137
5317,1,294,115,113,114
5317,2,283,501,95,95
5317,1,964,501,95,95
5319,0,906,100,136,137
5319,1,294,115,113,114
5319,2,293,492,94,94
5319,1,964,501,95,95
5321,0,906,100,136,137
5321,1,294,115,113,114
5321,2,293,492,94,94
5321,1,964,501,95,95
5323,0,906,100,136,137
5323,2,293,482,94,95
5323,1,294,115,113,114
5323,1,964,501,95,95
5325,0,906,100,136,137
5325,1,294,115,113,114
5325,2,293,492,94,94
5325,1,964,501,95,95
5327,0,906,100,136,137
5327,1,294,115,113,114
5327,2,271,484,113,114
5327,1,955,511,95,95
5329,0,916,115,114,114
5329,2,292,492,79,79
5329,1,284,100,136,137
5329,1,955,511,95,95
5331,0,906,100,136,137
5331,1,284,100,136,137
5331,1,955,511,95,95
5331,2,283,473,95,94
5333,0,906,100,136,137
5333,2,283,482,95,95
5333,1,284,100,136,137
5333,1,955,511,95,95
5335,0,906,100,136,137
5335,1,284,100,136,137
5335,2,271,472,113,114
5335,1,945,501,95,95
5337,0,906,100,136,137
5337,1,284,100,136,137
5337,2,282,461,114,113
5337,1,945,501,95,95
5339,0,906,100,136,137
5339,1,284,100,136,137
5339,1,936,501,95,95
5339,2,293,473,94,94
5341,0,906,100,136,137
5341,1,284,100,136,137
5341,1,936,501,95,95
5341,2,282,461,114,113
5343,0,906,100,136,137
5343,1,284,100,136,137
5343,2,293,482,94,95
5343,1,936,501,95,95
5345,0,906,100,136,137
5345,1,926,501,95,95
5345,1,284,100,136,137
5345,2,283,473,95,94
5347,0,906,100,136,137
5347,1,926,501,95,95
5347,1,284,100,136,137
5347,2,271,472,113,114
5349,0,906,100,136,137
5349,1,926,501,95,95
5349,1,284,87,136,136
5349,2,283,473,95,94
5351,0,906,100,136,137
5351,1,284,87,136,136
5351,1,926,501,95,95
5351,2,283,473,95,94
5353,0,906,100,136,137
5353,1,284,87,136,136
5353,1,926,501,95,95
5353,2,283,473,95,94
5355,0,906,100,136,137
5355,1,284,100,136,137
5355,2,283,473,95,94
5355,1,926,492,95,94
5357,0,906,100,136,137
5357,1,284,100,136,137
5357,2,282,472,114,114
5357,1,932,500,79,79
5359,0,906,100,136,137
5359,1,284,100,136,137
5359,2,293,492,94,94
5359,1,932,500,79,79
5361,0,906,100,136,137
5361,1,284,100,136,137
5361,2,302,482,95,95
5361,1,924,500,79,79
5363,0,906,100,136,137
5363,1,284,100,136,137
5363,2,302,482,95,95
5363,1,924,500,79,79
5365,0,906,100,136,137
5365,1,284,100,136,137
5365,1,916,500,79,79
5365,2,293,492,94,94
5367,0,906,100,136,137
5367,1,284,100,136,137
5367,1,916,500,79,79
5367,2,293,492,94,94
5369,0,906,100,136,137
5369,2,271,472,113,114
5369,1,284,100,136,137
5369,1,916,500,79,79
5371,0,906,100,136,137
5371,1,284,100,136,137
5371,2,271,484,113,114
5371,1,916,492,79,79
5373,0,906,100,136,137
5373,2,259,472,114,114
5373,1,270,87,136,136
5373,1,916,492,79,79
5375,0,906,100,136,137
5375,1,270,87,136,136
5375,1,916,492,79,79
5375,2,273,482,95,95
5377,0,906,100,136,137
5377,2,271,472,113,114
5377,1,270,87,136,136
5377,1,916,492,79,79
5379,0,906,100,136,137
5379,1,284,100,136,137
5379,1,908,492,79,79
5379,2,283,492,95,94
5381,0,906,100,136,137
5381,1,270,87,136,136
5381,1,907,473,95,94
5381,2,293,501,94,95
5383,0,906,100,136,137
5383,1,284,100,136,137
5383,1,907,473,95,94
5383,2,283,501,95,95
5385,0,906,100,136,137
5385,1,284,100,136,137
5385,2,271,484,113,114
5385,1,916,484,79,79
5387,0,906,100,136,137
5387,1,284,100,136,137
5387,2,271,484,113,114
5387,1,907,473,95,94
5389,0,906,100,136,137
5389,1,284,100,136,137
5389,1,916,473,95,94
5389,2,271,495,113,114
5391,0,906,100,136,137
5391,1,284,87,136,136
5391,1,916,473,95,94
5391,2,271,495,113,114
5393,0,906,100,136,137
5393,1,284,100,136,137
5393,1,924,484,79,79
5393,2,271,495,113,114
5395,0,906,100,136,137
5395,1,284,100,136,137
5395,1,924,492,79,79
5395,2,283,501,95,95
5397,0,906,100,136,137
5397,1,284,100,136,137
5397,1,932,492,79,79
5397,2,283,501,95,95
5399,0,906,100,136,137
5399,1,284,100,136,137
5399,1,916,482,95,95
5399,2,293,492,94,94
5401,0,906,100,136,137
5401,1,284,100,136,137
5401,1,932,492,79,79
5401,2,282,472,114,114
5403,0,906,100,136,137
5403,1,284,100,136,137
5403,1,940,492,79,79
5403,2,302,492,95,94
5405,0,906,100,136,137
5405,1,940,500,79,79
5405,1,284,100,136,137
5405,2,282,484,114,114
5407,0,906,100,136,137
5407,1,284,100,136,137
5407,2,282,484,114,114
5407,1,940,500,79,79
5409,0,906,100,136,137
5409,1,284,87,136,136
5409,2,302,492,95,94
5409,1,936,501,95,95
5411,0,906,100,136,137
5411,2,293,492,94,94
5411,1,284,87,136,136
5411,1,945,501,95,95
5413,0,906,100,136,137
5413,2,283,492,95,94
5413,1,284,87,136,136
5413,1,945,501,95,95
5415,0,906,100,136,137
5415,1,284,100,136,137
5415,2,271,461,113,113
5415,1,945,501,95,95
5417,0,906,100,136,137
5417,1,284,100,136,137
5417,2,273,482,95,95
5417,1,945,501,95,95
5419,0,906,100,136,137
5419,1,284,100,136,137
5419,2,283,482,95,95
5419,1,945,501,95,95
5421,0,906,100,136,137
5421,1,284,100,136,137
5421,2,271,461,113,113
5421,1,945,501,95,95
5423,0,906,100,136,137
5423,1,294,115,113,114
5423,2,271,461,113,113
5423,1,955,501,95,95
5425,0,906,100,136,137
5425,1,294,115,113,114
5425,2,271,461,113,113
5425,1,955,501,95,95
5427,0,906,100,136,137
5427,1,294,115,113,114
5427,2,271,472,113,114
5427,1,955,501,95,95
5429,0,906,100,136,137
5429,1,294,115,113,114
5429,2,271,472,113,114
5429,1,945,501,95,95
5431,0,906,100,136,137
5431,1,294,115,113,114
5431,2,293,473,94,94
5431,1,955,501,95,95
5433,0,906,100,136,137
5433,1,294,115,113,114
5433,2,282,461,114,113
5433,1,945,501,95,95
5435,0,906,100,136,137
5435,2,293,482,94,95
5435,1,294,115,113,114
5435,1,945,501,95,95
5437,0,906,87,136,136
5437,2,293,492,94,94
5437,11,294,104,113,113
5437,1,945,501,95,95
5439,0,906,87,136,136
5439,1,294,115,113,114
5439,2,283,482,95,95
5439,1,945,501,95,95
5441,0,906,87,136,136
5441,1,294,115,113,114
5441,2,271,472,113,114
5441,1,945,501,95,95
5443,0,906,87,136,136
5443,1,294,115,113,114
5443,2,271,472,113,114
5443,1,945,501,95,95
5445,0,906,87,136,136
5445,1,294,115,113,114
5445,2,293,482,94,95
5445,1,948,508,79,79
5447,0,906,87,136,136
5447,1,294,115,113,114
5447,2,293,482,94,95
5447,1,948,508,79,79
5449,0,906,87,136,136
5449,2,282,484,114,114
5449,1,294,115,113,114
5449,1,956,500,79,79
5451,0,906,87,136,136
5451,1,294,115,113,114
5451,1,945,492,95,94
5451,2,282,484,114,114
5453,0,906,100,136,137
